#,Date-Time (PST),Ch: 1 - Temperature   (°C),Host Connected,Button Down,Button Up,End of File
264,05/18/2022 07:41:09,16.17,,,,
265,05/18/2022 07:46:09,16.69,,,,
266,05/18/2022 07:51:09,17.20,,,,
267,05/18/2022 07:56:09,17.76,,,,
268,05/18/2022 08:01:09,18.44,,,,
269,05/18/2022 08:06:09,19.00,,,,
270,05/18/2022 08:11:09,19.43,,,,
271,05/18/2022 08:16:09,20.07,,,,
272,05/18/2022 08:21:09,20.37,,,,
273,05/18/2022 08:26:09,20.72,,,,
274,05/18/2022 08:31:09,21.32,,,,
275,05/18/2022 08:36:09,21.83,,,,
276,05/18/2022 08:41:09,22.18,,,,
277,05/18/2022 08:46:09,22.78,,,,
278,05/18/2022 08:51:09,23.25,,,,
279,05/18/2022 08:56:09,23.51,,,,
280,05/18/2022 09:01:09,23.89,,,,
281,05/18/2022 09:06:09,24.11,,,,
282,05/18/2022 09:11:09,24.41,,,,
283,05/18/2022 09:16:09,24.71,,,,
284,05/18/2022 09:21:09,25.09,,,,
285,05/18/2022 09:26:09,25.44,,,,
286,05/18/2022 09:31:09,25.78,,,,
287,05/18/2022 09:36:09,25.87,,,,
288,05/18/2022 09:41:09,26.55,,,,
289,05/18/2022 09:46:09,26.90,,,,
290,05/18/2022 09:51:09,27.02,,,,
291,05/18/2022 09:56:09,27.75,,,,
292,05/18/2022 10:01:09,27.97,,,,
293,05/18/2022 10:06:09,28.44,,,,
294,05/18/2022 10:11:09,28.78,,,,
295,05/18/2022 10:16:09,28.95,,,,
296,05/18/2022 10:21:09,29.51,,,,
297,05/18/2022 10:26:09,29.98,,,,
298,05/18/2022 10:31:09,30.46,,,,
299,05/18/2022 10:36:09,30.76,,,,
300,05/18/2022 10:41:09,30.80,,,,
301,05/18/2022 10:46:09,31.14,,,,
302,05/18/2022 10:51:09,31.40,,,,
303,05/18/2022 10:56:09,30.80,,,,
304,05/18/2022 11:01:09,31.01,,,,
305,05/18/2022 11:06:09,31.36,,,,
306,05/18/2022 11:11:09,31.92,,,,
307,05/18/2022 11:16:09,31.92,,,,
308,05/18/2022 11:21:09,32.52,,,,
309,05/18/2022 11:26:09,33.03,,,,
310,05/18/2022 11:31:09,33.03,,,,
311,05/18/2022 11:36:09,33.42,,,,
312,05/18/2022 11:41:09,33.25,,,,
313,05/18/2022 11:46:09,33.67,,,,
314,05/18/2022 11:51:09,34.06,,,,
315,05/18/2022 11:56:09,34.53,,,,
316,05/18/2022 12:01:09,34.70,,,,
317,05/18/2022 12:06:09,34.88,,,,
318,05/18/2022 12:11:09,34.88,,,,
319,05/18/2022 12:16:09,34.57,,,,
320,05/18/2022 12:21:09,34.57,,,,
321,05/18/2022 12:26:09,34.83,,,,
322,05/18/2022 12:31:09,35.00,,,,
323,05/18/2022 12:36:09,35.18,,,,
324,05/18/2022 12:41:09,34.83,,,,
325,05/18/2022 12:46:09,35.13,,,,
326,05/18/2022 12:51:09,35.65,,,,
327,05/18/2022 12:56:09,35.86,,,,
