 Units of measure: Mols m-2 d-1
 Month;Alt;Azi;Altitude;Azimuth; SkySky;SkyTop;FolTop;FolSky;Total ;Sky   ;  Mask;    Total;   Gap Can; Gap Topo;Gap Both;Gap Can; Gap Topo;Gap Both;Canopy  ;Site    ;Id_UOC ; Id_SOC;  Above ;  Above  ; Above ;  Mask  ;  Mask   ; Mask ;   Trans ;  Trans  ; Trans
      ;Bin;Bin;        ;       ; Pixels;Pixels;Pixels;Pixels;Pixels;Area  ;  Area;    Area ;   Diffuse; Diffuse ;Diffuse ;Direct ; Direct  ;Direct  ;Openness;Openness;       ;       ;  Direct;  Diffuse; Total ;  Direct;  Diffuse; Total;   Direct;  Diffuse; Total
 All;  8; 12; 75.0000;115.0000;  5332;     0;     0;     0;  5332;0.001253;0.000000;0.001253;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.125320;0.125320;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228
 All;  8; 13; 75.0000;125.0000;  5318;     0;     0;     1;  5319;0.001253;0.000000;0.001253;0.999812;1.000000;0.999812;1.000000;1.000000;1.000000;0.125296;0.125296;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.040220;0.040220
 All;  8; 14; 75.0000;135.0000;  5343;     0;     0;     1;  5344;0.001253;0.000000;0.001253;0.999813;1.000000;0.999813;1.000000;1.000000;1.000000;0.125296;0.125296;0.002412;0.003033;0.034160;0.040228;0.074388;0.034160;0.040228;0.074388;0.034160;0.040220;0.074380
 All;  8; 15; 75.0000;145.0000;  5322;     0;     0;     8;  5330;0.001253;0.000000;0.001253;0.998499;1.000000;0.998499;1.000000;1.000000;1.000000;0.125132;0.125132;0.002412;0.003033;0.105520;0.040228;0.145747;0.105520;0.040228;0.145747;0.105520;0.040167;0.145687
 All;  8; 16; 75.0000;155.0000;  5327;     0;     0;     3;  5330;0.001253;0.000000;0.001253;0.999437;1.000000;0.999437;1.000000;1.000000;1.000000;0.125249;0.125249;0.002412;0.003033;0.124049;0.040228;0.164276;0.124049;0.040228;0.164276;0.124049;0.040205;0.164254
 All;  8; 17; 75.0000;165.0000;  5308;     0;     0;    18;  5326;0.001253;0.000000;0.001253;0.996620;1.000000;0.996620;1.000000;1.000000;1.000000;0.124896;0.124896;0.002412;0.003033;0.134074;0.040228;0.174302;0.134074;0.040228;0.174302;0.134074;0.040092;0.174166
 All;  8; 18; 75.0000;175.0000;  5318;     0;     0;     4;  5322;0.001253;0.000000;0.001253;0.999248;1.000000;0.999248;1.000000;1.000000;1.000000;0.125226;0.125226;0.002412;0.003033;0.136681;0.040228;0.176909;0.136681;0.040228;0.176909;0.136681;0.040197;0.176879
 All;  8; 19; 75.0000;185.0000;  5302;     0;     0;    25;  5327;0.001253;0.000000;0.001253;0.995307;1.000000;0.995307;0.997910;1.000000;0.997910;0.124732;0.124732;0.002412;0.003033;0.136965;0.040228;0.177193;0.136965;0.040228;0.177193;0.136679;0.040039;0.176718
 All;  8; 20; 75.0000;195.0000;  5312;     0;     0;    17;  5329;0.001253;0.000000;0.001253;0.996810;1.000000;0.996810;0.995718;1.000000;0.995718;0.124920;0.124920;0.002412;0.003033;0.133498;0.040228;0.173725;0.133498;0.040228;0.173725;0.132926;0.040099;0.173025
 All;  8; 21; 75.0000;205.0000;  5303;     0;     0;    29;  5332;0.001253;0.000000;0.001253;0.994561;1.000000;0.994561;0.990918;1.000000;0.990918;0.124638;0.124638;0.002412;0.003033;0.125464;0.040228;0.165692;0.125464;0.040228;0.165692;0.124325;0.040009;0.164334
 All;  8; 22; 75.0000;215.0000;  5308;     0;     0;    11;  5319;0.001253;0.000000;0.001253;0.997932;1.000000;0.997932;1.000000;1.000000;1.000000;0.125061;0.125061;0.002412;0.003033;0.105510;0.040228;0.145738;0.105510;0.040228;0.145738;0.105510;0.040144;0.145655
 All;  8; 23; 75.0000;225.0000;  5333;     0;     0;    11;  5344;0.001253;0.000000;0.001253;0.997942;1.000000;0.997942;1.000000;1.000000;1.000000;0.125062;0.125062;0.002412;0.003033;0.031929;0.040228;0.072157;0.031929;0.040228;0.072157;0.031929;0.040145;0.072074
 All;  8; 24; 75.0000;235.0000;  5314;     0;     0;    16;  5330;0.001253;0.000000;0.001253;0.996998;1.000000;0.996998;1.000000;1.000000;1.000000;0.124944;0.124944;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.040107;0.040107
 All;  8; 25; 75.0000;245.0000;  5308;     0;     0;    22;  5330;0.001253;0.000000;0.001253;0.995872;1.000000;0.995872;1.000000;1.000000;1.000000;0.124803;0.124803;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.040062;0.040062
 All;  8; 26; 75.0000;255.0000;  5319;     0;     0;     7;  5326;0.001253;0.000000;0.001253;0.998686;1.000000;0.998686;1.000000;1.000000;1.000000;0.125155;0.125155;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.040175;0.040175
 All;  8; 27; 75.0000;265.0000;  4864;     0;     0;   458;  5322;0.001253;0.000000;0.001253;0.913942;1.000000;0.913942;1.000000;1.000000;1.000000;0.114535;0.114535;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.036766;0.036766
 All;  8; 28; 75.0000;275.0000;  3243;     0;     0;  2084;  5327;0.001253;0.000000;0.001253;0.608785;1.000000;0.608785;1.000000;1.000000;1.000000;0.076293;0.076293;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.024490;0.024490
 All;  8; 29; 75.0000;285.0000;  2612;     0;     0;  2717;  5329;0.001253;0.000000;0.001253;0.490148;1.000000;0.490148;1.000000;1.000000;1.000000;0.061425;0.061425;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.019717;0.019717
 All;  8; 30; 75.0000;295.0000;  2713;     0;     0;  2619;  5332;0.001253;0.000000;0.001253;0.508815;1.000000;0.508815;1.000000;1.000000;1.000000;0.063765;0.063765;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.020468;0.020468
 All;  8; 31; 75.0000;305.0000;  2735;     0;     0;  2584;  5319;0.001253;0.000000;0.001253;0.514194;1.000000;0.514194;1.000000;1.000000;1.000000;0.064439;0.064439;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.020685;0.020685
 All;  8; 32; 75.0000;315.0000;  3976;     0;     0;  1368;  5344;0.001253;0.000000;0.001253;0.744012;1.000000;0.744012;1.000000;1.000000;1.000000;0.093239;0.093239;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.029930;0.029930
 All;  8; 33; 75.0000;325.0000;  5294;     0;     0;    36;  5330;0.001253;0.000000;0.001253;0.993246;1.000000;0.993246;1.000000;1.000000;1.000000;0.124473;0.124473;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.039956;0.039956
 All;  8; 34; 75.0000;335.0000;  5264;     0;     0;    66;  5330;0.001253;0.000000;0.001253;0.987617;1.000000;0.987617;1.000000;1.000000;1.000000;0.123768;0.123768;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.039729;0.039729
 All;  8; 35; 75.0000;345.0000;  3956;     0;     0;  1370;  5326;0.001253;0.000000;0.001253;0.742771;1.000000;0.742771;1.000000;1.000000;1.000000;0.093084;0.093084;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.029880;0.029880
 All;  8; 36; 75.0000;355.0000;  3698;     0;     0;  1624;  5322;0.001253;0.000000;0.001253;0.694852;1.000000;0.694852;1.000000;1.000000;1.000000;0.087079;0.087079;0.002412;0.003033;0.000000;0.040228;0.040228;0.000000;0.040228;0.040228;0.000000;0.027952;0.027952
 All;  9;  1; 85.0000;  5.0000;  1767;     0;     0;    11;  1778;0.000422;0.000000;0.000422;0.993813;1.000000;0.993813;1.000000;1.000000;1.000000;0.041940;0.041940;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013884;0.013884
 All;  9;  2; 85.0000; 15.0000;  1757;     0;     0;    18;  1775;0.000422;0.000000;0.000422;0.989859;1.000000;0.989859;1.000000;1.000000;1.000000;0.041773;0.041773;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013829;0.013829
 All;  9;  3; 85.0000; 25.0000;  1773;     0;     0;     3;  1776;0.000422;0.000000;0.000422;0.998311;1.000000;0.998311;1.000000;1.000000;1.000000;0.042129;0.042129;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013947;0.013947
 All;  9;  4; 85.0000; 35.0000;  1784;     0;     0;    21;  1805;0.000422;0.000000;0.000422;0.988366;1.000000;0.988366;1.000000;1.000000;1.000000;0.041710;0.041710;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013808;0.013808
 All;  9;  5; 85.0000; 45.0000;  1743;     0;     0;     2;  1745;0.000422;0.000000;0.000422;0.998854;1.000000;0.998854;1.000000;1.000000;1.000000;0.042152;0.042152;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013955;0.013955
 All;  9;  6; 85.0000; 55.0000;  1775;     0;     0;     1;  1776;0.000422;0.000000;0.000422;0.999437;1.000000;0.999437;1.000000;1.000000;1.000000;0.042177;0.042177;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013963;0.013963
 All;  9;  7; 85.0000; 65.0000;  1776;     0;     0;     1;  1777;0.000422;0.000000;0.000422;0.999437;1.000000;0.999437;1.000000;1.000000;1.000000;0.042177;0.042177;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013963;0.013963
 All;  9;  8; 85.0000; 75.0000;  1777;     0;     0;     0;  1777;0.000422;0.000000;0.000422;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.042201;0.042201;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971
 All;  9;  9; 85.0000; 85.0000;  1776;     0;     0;     0;  1776;0.000422;0.000000;0.000422;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.042201;0.042201;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971
 All;  9; 10; 85.0000; 95.0000;  1777;     0;     0;     1;  1778;0.000422;0.000000;0.000422;0.999438;1.000000;0.999438;1.000000;1.000000;1.000000;0.042177;0.042177;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013963;0.013963
 All;  9; 11; 85.0000;105.0000;  1774;     0;     0;     1;  1775;0.000422;0.000000;0.000422;0.999437;1.000000;0.999437;1.000000;1.000000;1.000000;0.042177;0.042177;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013963;0.013963
 All;  9; 12; 85.0000;115.0000;  1774;     0;     0;     2;  1776;0.000422;0.000000;0.000422;0.998874;1.000000;0.998874;1.000000;1.000000;1.000000;0.042153;0.042153;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013955;0.013955
 All;  9; 13; 85.0000;125.0000;  1804;     0;     0;     1;  1805;0.000422;0.000000;0.000422;0.999446;1.000000;0.999446;1.000000;1.000000;1.000000;0.042177;0.042177;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013963;0.013963
 All;  9; 14; 85.0000;135.0000;  1739;     0;     0;     6;  1745;0.000422;0.000000;0.000422;0.996562;1.000000;0.996562;1.000000;1.000000;1.000000;0.042056;0.042056;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013923;0.013923
 All;  9; 15; 85.0000;145.0000;  1765;     0;     0;    11;  1776;0.000422;0.000000;0.000422;0.993806;1.000000;0.993806;1.000000;1.000000;1.000000;0.041939;0.041939;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013884;0.013884
 All;  9; 16; 85.0000;155.0000;  1762;     0;     0;    15;  1777;0.000422;0.000000;0.000422;0.991559;1.000000;0.991559;1.000000;1.000000;1.000000;0.041844;0.041844;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013853;0.013853
 All;  9; 17; 85.0000;165.0000;  1764;     0;     0;    13;  1777;0.000422;0.000000;0.000422;0.992684;1.000000;0.992684;1.000000;1.000000;1.000000;0.041892;0.041892;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013869;0.013869
 All;  9; 18; 85.0000;175.0000;  1768;     0;     0;     8;  1776;0.000422;0.000000;0.000422;0.995495;1.000000;0.995495;1.000000;1.000000;1.000000;0.042011;0.042011;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013908;0.013908
 All;  9; 19; 85.0000;185.0000;  1768;     0;     0;    10;  1778;0.000422;0.000000;0.000422;0.994376;1.000000;0.994376;1.000000;1.000000;1.000000;0.041963;0.041963;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013892;0.013892
 All;  9; 20; 85.0000;195.0000;  1770;     0;     0;     5;  1775;0.000422;0.000000;0.000422;0.997183;1.000000;0.997183;1.000000;1.000000;1.000000;0.042082;0.042082;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013932;0.013932
 All;  9; 21; 85.0000;205.0000;  1772;     0;     0;     4;  1776;0.000422;0.000000;0.000422;0.997748;1.000000;0.997748;1.000000;1.000000;1.000000;0.042106;0.042106;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013939;0.013939
 All;  9; 22; 85.0000;215.0000;  1805;     0;     0;     0;  1805;0.000422;0.000000;0.000422;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.042201;0.042201;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971
 All;  9; 23; 85.0000;225.0000;  1745;     0;     0;     0;  1745;0.000422;0.000000;0.000422;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.042201;0.042201;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971
 All;  9; 24; 85.0000;235.0000;  1776;     0;     0;     0;  1776;0.000422;0.000000;0.000422;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.042201;0.042201;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971
 All;  9; 25; 85.0000;245.0000;  1777;     0;     0;     0;  1777;0.000422;0.000000;0.000422;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.042201;0.042201;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971
 All;  9; 26; 85.0000;255.0000;  1777;     0;     0;     0;  1777;0.000422;0.000000;0.000422;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.042201;0.042201;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971
 All;  9; 27; 85.0000;265.0000;  1776;     0;     0;     0;  1776;0.000422;0.000000;0.000422;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.042201;0.042201;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971
 All;  9; 28; 85.0000;275.0000;  1778;     0;     0;     0;  1778;0.000422;0.000000;0.000422;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.042201;0.042201;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971
 All;  9; 29; 85.0000;285.0000;  1774;     0;     0;     1;  1775;0.000422;0.000000;0.000422;0.999437;1.000000;0.999437;1.000000;1.000000;1.000000;0.042177;0.042177;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013963;0.013963
 All;  9; 30; 85.0000;295.0000;  1775;     0;     0;     1;  1776;0.000422;0.000000;0.000422;0.999437;1.000000;0.999437;1.000000;1.000000;1.000000;0.042177;0.042177;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013963;0.013963
 All;  9; 31; 85.0000;305.0000;  1801;     0;     0;     4;  1805;0.000422;0.000000;0.000422;0.997784;1.000000;0.997784;1.000000;1.000000;1.000000;0.042107;0.042107;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013940;0.013940
 All;  9; 32; 85.0000;315.0000;  1731;     0;     0;    14;  1745;0.000422;0.000000;0.000422;0.991977;1.000000;0.991977;1.000000;1.000000;1.000000;0.041862;0.041862;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013859;0.013859
 All;  9; 33; 85.0000;325.0000;  1750;     0;     0;    26;  1776;0.000422;0.000000;0.000422;0.985360;1.000000;0.985360;1.000000;1.000000;1.000000;0.041583;0.041583;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013766;0.013766
 All;  9; 34; 85.0000;335.0000;  1741;     0;     0;    36;  1777;0.000422;0.000000;0.000422;0.979741;1.000000;0.979741;1.000000;1.000000;1.000000;0.041346;0.041346;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013688;0.013688
 All;  9; 35; 85.0000;345.0000;  1754;     0;     0;    23;  1777;0.000422;0.000000;0.000422;0.987057;1.000000;0.987057;1.000000;1.000000;1.000000;0.041654;0.041654;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013790;0.013790
 All;  9; 36; 85.0000;355.0000;  1751;     0;     0;    25;  1776;0.000422;0.000000;0.000422;0.985923;1.000000;0.985923;1.000000;1.000000;1.000000;0.041607;0.041607;0.000838;0.001075;0.000000;0.013971;0.013971;0.000000;0.013971;0.013971;0.000000;0.013774;0.013774
